"qseqid","sseqid","protein","drugs","nod","pident","len","mis","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"592746904","AHL43473.1","Interleukin-4 receptor subunit alpha","DB05078","1","52.63","19","9","0","213","231","214","232","1.5","27.7"
"592746904","AHL43473.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","91","130","280","321","2.2","26.9"
"592746904","AHL43473.1","dTDP-glucose 4_6-dehydratase","DB03161 DB03751","2","38.89","36","19","2","190","225","281","313","5.1","25.8"
"592746904","AHL43473.1","Neopullulanase","DB02379","1","23.16","95","70","2","57","148","477","571","6.8","25.4"
"592746902","AHL43472.1","Genome polyprotein","DB04473","1","67.08","240","71","3","1","236","2971","3206","5.00E-102","326"
"592746902","AHL43472.1","Genome polyprotein","DB01693 DB01752","2","64.83","236","82","1","1","236","2970","3204","3.00E-96","310"
"592746902","AHL43472.1","Genome polyprotein","DB04137","1","25.79","190","95","7","53","231","3614","3768","4.00E-06","45.1"
"592746902","AHL43472.1","Interleukin-4 receptor subunit alpha","DB05078","1","52.63","19","9","0","213","231","214","232","1.5","27.7"
"592746902","AHL43472.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","91","130","280","321","4.5","26.2"
"592746902","AHL43472.1","dTDP-glucose 4_6-dehydratase","DB03161 DB03751","2","38.89","36","19","2","190","225","281","313","5.6","25.4"
"592746900","AHL43471.1","Genome polyprotein","DB04473","1","67.93","237","74","2","1","236","2971","3206","8.00E-103","328"
"592746900","AHL43471.1","Genome polyprotein","DB01693 DB01752","2","64.83","236","82","1","1","236","2970","3204","5.00E-97","311"
"592746900","AHL43471.1","Genome polyprotein","DB04137","1","25.79","190","95","7","53","231","3614","3768","4.00E-06","45.1"
"592746900","AHL43471.1","Interleukin-4 receptor subunit alpha","DB05078","1","52.63","19","9","0","213","231","214","232","1.5","27.7"
"592746900","AHL43471.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","91","130","280","321","4.7","25.8"
"592746900","AHL43471.1","dTDP-glucose 4_6-dehydratase","DB03161 DB03751","2","38.89","36","19","2","190","225","281","313","5.4","25.8"
"592746898","AHL43470.1","Genome polyprotein","DB04473","1","67.93","237","74","2","1","236","2971","3206","1.00E-102","328"
"592746898","AHL43470.1","Genome polyprotein","DB01693 DB01752","2","65.25","236","81","1","1","236","2970","3204","1.00E-97","313"
"592746898","AHL43470.1","Genome polyprotein","DB04137","1","25.79","190","95","7","53","231","3614","3768","4.00E-06","45.1"
"592746898","AHL43470.1","Interleukin-4 receptor subunit alpha","DB05078","1","52.63","19","9","0","213","231","214","232","0.95","28.1"
"592746898","AHL43470.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","91","130","280","321","4.5","26.2"
"592746898","AHL43470.1","dTDP-glucose 4_6-dehydratase","DB03161 DB03751","2","38.89","36","19","2","190","225","281","313","8.5","25"
"592746896","AHL43469.1","Genome polyprotein","DB04473","1","67.51","237","75","2","1","236","2971","3206","3.00E-102","327"
"592746896","AHL43469.1","Genome polyprotein","DB01693 DB01752","2","64.41","236","83","1","1","236","2970","3204","5.00E-97","311"
"592746896","AHL43469.1","Genome polyprotein","DB04137","1","25.79","190","95","7","53","231","3614","3768","4.00E-06","45.1"
"592746896","AHL43469.1","Interleukin-4 receptor subunit alpha","DB05078","1","52.63","19","9","0","213","231","214","232","1.5","27.7"
"592746896","AHL43469.1","Uncharacterized lipoprotein YbbD","DB08357","1","40.48","42","23","1","91","130","280","321","4.7","25.8"
"592746857","AHL43468.1","Genome polyprotein","DB04473","1","49.8","251","115","5","1","250","131","371","5.00E-78","256"
"592746857","AHL43468.1","Genome polyprotein","DB04473","1","53.53","241","101","5","1","240","411","641","1.00E-77","256"
"592746857","AHL43468.1","Genome polyprotein","DB01693 DB01752","2","49.4","251","116","5","1","250","411","651","2.00E-76","253"
"592746857","AHL43468.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.93","28.5"
"592746857","AHL43468.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","47","122","97","159","1.2","27.7"
"592746857","AHL43468.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","47","122","98","160","1.2","27.7"
"592746857","AHL43468.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","31.65","79","46","3","29","101","7","83","1.3","27.7"
"592746857","AHL43468.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","23.81","84","64","0","159","242","161","244","1.5","27.3"
"592746857","AHL43468.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.6","26.9"
"592746857","AHL43468.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.6","26.9"
"592746857","AHL43468.1","Citrate lyase subunit beta-like protein","DB02637","1","41.67","24","14","0","89","112","118","141","5.7","25.4"
"592746857","AHL43468.1","Sucrose porin","DB02772","1","30","70","32","3","11","80","95","147","6.1","25.8"
"592746857","AHL43468.1","DNA polymerase catalytic subunit","DB00426 DB00787","2","31.37","51","31","1","57","103","17","67","8.4","25.4"
"592746857","AHL43468.1","Pseudolysin","DB02307","1","20.51","117","75","4","8","112","208","318","9.8","25"
"592746855","AHL43467.1","Genome polyprotein","DB04473","1","50.6","251","113","5","1","250","131","371","3.00E-79","260"
"592746855","AHL43467.1","Genome polyprotein","DB04473","1","53.53","241","101","5","1","240","411","641","1.00E-78","259"
"592746855","AHL43467.1","Genome polyprotein","DB01693 DB01752","2","50.2","251","114","5","1","250","411","651","1.00E-77","257"
"592746855","AHL43467.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.98","28.5"
"592746855","AHL43467.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","31.65","79","46","3","29","101","7","83","1.2","27.7"
"592746855","AHL43467.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","47","122","97","159","1.3","27.7"
"592746855","AHL43467.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","47","122","98","160","1.3","27.7"
"592746855","AHL43467.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","28.33","60","43","0","159","218","161","220","2.5","26.6"
"592746855","AHL43467.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.6","26.9"
"592746855","AHL43467.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746855","AHL43467.1","Peripheral plasma membrane protein CASK","DB01942","1","30","80","49","3","97","176","176","248","5","26.2"
"592746855","AHL43467.1","Citrate lyase subunit beta-like protein","DB02637","1","41.67","24","14","0","89","112","118","141","5.7","25.4"
"592746855","AHL43467.1","Sucrose porin","DB02772","1","30","70","32","3","11","80","95","147","6.2","25.8"
"592746855","AHL43467.1","DNA polymerase catalytic subunit","DB00426 DB00787","2","31.37","51","31","1","57","103","17","67","8.5","25.4"
"592746853","AHL43466.1","Genome polyprotein","DB04473","1","51.79","251","110","6","1","250","131","371","2.00E-79","261"
"592746853","AHL43466.1","Genome polyprotein","DB04473","1","53.94","241","100","5","1","240","411","641","1.00E-78","259"
"592746853","AHL43466.1","Genome polyprotein","DB01693 DB01752","2","51.39","251","111","6","1","250","411","651","5.00E-78","258"
"592746853","AHL43466.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.93","28.5"
"592746853","AHL43466.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","31.65","79","46","3","29","101","7","83","1.2","27.7"
"592746853","AHL43466.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","47","122","98","160","1.3","27.7"
"592746853","AHL43466.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","47","122","97","159","1.3","27.7"
"592746853","AHL43466.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","28.33","60","43","0","159","218","161","220","2.3","26.9"
"592746853","AHL43466.1","Sucrose porin","DB02772","1","30","70","32","3","11","80","95","147","2.5","26.9"
"592746853","AHL43466.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746853","AHL43466.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746853","AHL43466.1","Peripheral plasma membrane protein CASK","DB01942","1","30","80","49","3","97","176","176","248","5.1","26.2"
"592746853","AHL43466.1","Citrate lyase subunit beta-like protein","DB02637","1","41.67","24","14","0","89","112","118","141","5.5","25.8"
"592746853","AHL43466.1","DNA polymerase catalytic subunit","DB00426 DB00787","2","31.37","51","31","1","57","103","17","67","8.5","25.4"
"592746853","AHL43466.1","Pseudolysin","DB02307","1","20.72","111","70","4","14","112","214","318","8.9","25"
"592746851","AHL43465.1","Genome polyprotein","DB04473","1","51.79","251","110","6","1","250","131","371","2.00E-79","261"
"592746851","AHL43465.1","Genome polyprotein","DB04473","1","53.94","241","100","5","1","240","411","641","1.00E-78","259"
"592746851","AHL43465.1","Genome polyprotein","DB01693 DB01752","2","51.39","251","111","6","1","250","411","651","5.00E-78","258"
"592746851","AHL43465.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.93","28.5"
"592746851","AHL43465.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","31.65","79","46","3","29","101","7","83","1.2","27.7"
"592746851","AHL43465.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","47","122","98","160","1.3","27.7"
"592746851","AHL43465.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","47","122","97","159","1.3","27.7"
"592746851","AHL43465.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","28.33","60","43","0","159","218","161","220","2.3","26.9"
"592746851","AHL43465.1","Sucrose porin","DB02772","1","30","70","32","3","11","80","95","147","2.5","26.9"
"592746851","AHL43465.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746851","AHL43465.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746851","AHL43465.1","Peripheral plasma membrane protein CASK","DB01942","1","30","80","49","3","97","176","176","248","5.1","26.2"
"592746851","AHL43465.1","Citrate lyase subunit beta-like protein","DB02637","1","41.67","24","14","0","89","112","118","141","5.5","25.8"
"592746851","AHL43465.1","DNA polymerase catalytic subunit","DB00426 DB00787","2","31.37","51","31","1","57","103","17","67","8.5","25.4"
"592746851","AHL43465.1","Pseudolysin","DB02307","1","20.72","111","70","4","14","112","214","318","8.9","25"
"592746849","AHL43464.1","Genome polyprotein","DB04473","1","51.79","251","110","6","1","250","131","371","1.00E-78","258"
"592746849","AHL43464.1","Genome polyprotein","DB04473","1","53.53","241","101","5","1","240","411","641","1.00E-77","256"
"592746849","AHL43464.1","Genome polyprotein","DB01693 DB01752","2","51.39","251","111","6","1","250","411","651","4.00E-77","255"
"592746849","AHL43464.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","47","122","97","159","0.9","28.1"
"592746849","AHL43464.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.95","28.5"
"592746849","AHL43464.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","47","122","98","160","0.96","28.1"
"592746849","AHL43464.1","N-arachidonyl glycine receptor","DB00145","1","36.17","47","30","0","59","105","166","212","1.8","27.3"
"592746849","AHL43464.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","31.65","79","46","3","29","101","7","83","2.2","26.9"
"592746849","AHL43464.1","Sucrose porin","DB02772","1","30","70","32","3","11","80","95","147","2.5","26.9"
"592746849","AHL43464.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","22.62","84","65","0","159","242","161","244","2.5","26.6"
"592746849","AHL43464.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.6","26.9"
"592746849","AHL43464.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.6","26.9"
"592746849","AHL43464.1","Aminopeptidase N","DB00973 DB06196","2","35.9","39","18","1","82","113","398","436","4.9","26.2"
"592746849","AHL43464.1","Peripheral plasma membrane protein CASK","DB01942","1","30","80","49","3","97","176","176","248","5.1","26.2"
"592746849","AHL43464.1","Citrate lyase subunit beta-like protein","DB02637","1","41.67","24","14","0","89","112","118","141","5.7","25.4"
"592746847","AHL43463.1","Genome polyprotein","DB04473","1","51.39","251","111","6","1","250","131","371","1.00E-78","258"
"592746847","AHL43463.1","Genome polyprotein","DB04473","1","53.11","241","102","5","1","240","411","641","2.00E-77","256"
"592746847","AHL43463.1","Genome polyprotein","DB01693 DB01752","2","51","251","112","6","1","250","411","651","6.00E-77","254"
"592746847","AHL43463.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.91","28.5"
"592746847","AHL43463.1","Sucrose porin","DB02772","1","30","70","32","3","11","80","95","147","2.1","27.3"
"592746847","AHL43463.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","22.62","84","65","0","159","242","161","244","2.4","26.6"
"592746847","AHL43463.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.5","26.9"
"592746847","AHL43463.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.5","26.9"
"592746847","AHL43463.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","28.95","76","35","2","50","122","100","159","3.4","26.6"
"592746847","AHL43463.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","28.95","76","35","2","50","122","101","160","3.5","26.6"
"592746847","AHL43463.1","GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1","DB01854","1","38.71","31","19","0","28","58","175","205","5.2","25.8"
"592746847","AHL43463.1","Peripheral plasma membrane protein CASK","DB01942","1","30","80","49","3","97","176","176","248","5.4","25.8"
"592746847","AHL43463.1","Citrate lyase subunit beta-like protein","DB02637","1","45.45","22","12","0","91","112","120","141","5.5","25.8"
"592746847","AHL43463.1","DNA polymerase catalytic subunit","DB00426 DB00787","2","31.37","51","31","1","57","103","17","67","8.7","25.4"
"592746845","AHL43462.1","Genome polyprotein","DB04473","1","50.6","251","113","6","1","250","131","371","5.00E-75","248"
"592746845","AHL43462.1","Genome polyprotein","DB04473","1","52.28","241","104","5","1","240","411","641","5.00E-74","246"
"592746845","AHL43462.1","Genome polyprotein","DB01693 DB01752","2","50.2","251","114","6","1","250","411","651","2.00E-73","244"
"592746845","AHL43462.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","23.81","84","64","0","159","242","161","244","0.58","28.5"
"592746845","AHL43462.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","27.85","79","38","2","47","122","97","159","2.3","26.9"
"592746845","AHL43462.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","27.85","79","38","2","47","122","98","160","2.4","26.9"
"592746845","AHL43462.1","Aminopeptidase N","DB00973 DB06196","2","38.46","39","17","1","82","113","398","436","2.7","26.9"
"592746845","AHL43462.1","N-arachidonyl glycine receptor","DB00145","1","34.04","47","31","0","59","105","166","212","3","26.6"
"592746845","AHL43462.1","Cellulase B","DB02379","1","26.67","90","54","2","102","179","208","297","3.3","26.6"
"592746845","AHL43462.1","Lysine--tRNA ligase","DB00123","1","43.33","30","17","0","138","167","2","31","5.2","25.8"
"592746843","AHL43461.1","Genome polyprotein","DB04473","1","51.79","251","110","6","1","250","131","371","2.00E-79","261"
"592746843","AHL43461.1","Genome polyprotein","DB04473","1","53.94","241","100","5","1","240","411","641","1.00E-78","259"
"592746843","AHL43461.1","Genome polyprotein","DB01693 DB01752","2","51.39","251","111","6","1","250","411","651","5.00E-78","258"
"592746843","AHL43461.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.93","28.5"
"592746843","AHL43461.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","31.65","79","46","3","29","101","7","83","1.2","27.7"
"592746843","AHL43461.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","47","122","98","160","1.3","27.7"
"592746843","AHL43461.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","47","122","97","159","1.3","27.7"
"592746843","AHL43461.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","28.33","60","43","0","159","218","161","220","2.3","26.9"
"592746843","AHL43461.1","Sucrose porin","DB02772","1","30","70","32","3","11","80","95","147","2.5","26.9"
"592746843","AHL43461.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746843","AHL43461.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746843","AHL43461.1","Peripheral plasma membrane protein CASK","DB01942","1","30","80","49","3","97","176","176","248","5.1","26.2"
"592746843","AHL43461.1","Citrate lyase subunit beta-like protein","DB02637","1","41.67","24","14","0","89","112","118","141","5.5","25.8"
"592746843","AHL43461.1","DNA polymerase catalytic subunit","DB00426 DB00787","2","31.37","51","31","1","57","103","17","67","8.5","25.4"
"592746843","AHL43461.1","Pseudolysin","DB02307","1","20.72","111","70","4","14","112","214","318","8.9","25"
"592746841","AHL43460.1","Genome polyprotein","DB04473","1","50.6","251","113","5","1","250","131","371","3.00E-79","260"
"592746841","AHL43460.1","Genome polyprotein","DB04473","1","53.53","241","101","5","1","240","411","641","1.00E-78","259"
"592746841","AHL43460.1","Genome polyprotein","DB01693 DB01752","2","50.2","251","114","5","1","250","411","651","1.00E-77","257"
"592746841","AHL43460.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.98","28.5"
"592746841","AHL43460.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","31.65","79","46","3","29","101","7","83","1.2","27.7"
"592746841","AHL43460.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","47","122","97","159","1.3","27.7"
"592746841","AHL43460.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","47","122","98","160","1.3","27.7"
"592746841","AHL43460.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","28.33","60","43","0","159","218","161","220","2.5","26.6"
"592746841","AHL43460.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.6","26.9"
"592746841","AHL43460.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746841","AHL43460.1","Peripheral plasma membrane protein CASK","DB01942","1","30","80","49","3","97","176","176","248","5","26.2"
"592746841","AHL43460.1","Citrate lyase subunit beta-like protein","DB02637","1","41.67","24","14","0","89","112","118","141","5.7","25.4"
"592746841","AHL43460.1","Sucrose porin","DB02772","1","30","70","32","3","11","80","95","147","6.2","25.8"
"592746841","AHL43460.1","DNA polymerase catalytic subunit","DB00426 DB00787","2","31.37","51","31","1","57","103","17","67","8.5","25.4"
"592746839","AHL43459.1","Genome polyprotein","DB04473","1","50.6","251","113","5","2","251","132","372","4.00E-80","263"
"592746839","AHL43459.1","Genome polyprotein","DB04473","1","52.8","250","105","6","3","251","413","650","2.00E-79","261"
"592746839","AHL43459.1","Genome polyprotein","DB01693 DB01752","2","50.2","251","114","5","2","251","412","652","2.00E-78","259"
"592746839","AHL43459.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.94","28.5"
"592746839","AHL43459.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","47","122","97","159","1.2","27.7"
"592746839","AHL43459.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","47","122","98","160","1.3","27.7"
"592746839","AHL43459.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","32.43","74","42","3","34","101","12","83","1.4","27.7"
"592746839","AHL43459.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","28.33","60","43","0","159","218","161","220","2.2","26.9"
"592746839","AHL43459.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746839","AHL43459.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746839","AHL43459.1","Citrate lyase subunit beta-like protein","DB02637","1","41.67","24","14","0","89","112","118","141","5.2","25.8"
"592746839","AHL43459.1","Sucrose porin","DB02772","1","30","70","32","3","11","80","95","147","6","25.8"
"592746839","AHL43459.1","Peripheral plasma membrane protein CASK","DB01942","1","30","80","49","3","97","176","176","248","6.5","25.8"
"592746839","AHL43459.1","DNA polymerase catalytic subunit","DB00426 DB00787","2","31.37","51","31","1","57","103","17","67","8.8","25.4"
"592746837","AHL43458.1","Genome polyprotein","DB04473","1","50.6","251","113","5","2","251","132","372","4.00E-80","263"
"592746837","AHL43458.1","Genome polyprotein","DB04473","1","52.8","250","105","6","3","251","413","650","2.00E-79","261"
"592746837","AHL43458.1","Genome polyprotein","DB01693 DB01752","2","50.2","251","114","5","2","251","412","652","2.00E-78","259"
"592746837","AHL43458.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.94","28.5"
"592746837","AHL43458.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","47","122","97","159","1.2","27.7"
"592746837","AHL43458.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","47","122","98","160","1.3","27.7"
"592746837","AHL43458.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","32.43","74","42","3","34","101","12","83","1.4","27.7"
"592746837","AHL43458.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","28.33","60","43","0","159","218","161","220","2.2","26.9"
"592746837","AHL43458.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746837","AHL43458.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.7","26.9"
"592746837","AHL43458.1","Citrate lyase subunit beta-like protein","DB02637","1","41.67","24","14","0","89","112","118","141","5.2","25.8"
"592746837","AHL43458.1","Sucrose porin","DB02772","1","30","70","32","3","11","80","95","147","6","25.8"
"592746837","AHL43458.1","Peripheral plasma membrane protein CASK","DB01942","1","30","80","49","3","97","176","176","248","6.5","25.8"
"592746837","AHL43458.1","DNA polymerase catalytic subunit","DB00426 DB00787","2","31.37","51","31","1","57","103","17","67","8.8","25.4"
"592746835","AHL43457.1","Genome polyprotein","DB04473","1","52.03","246","111","5","1","245","411","650","3.00E-78","258"
"592746835","AHL43457.1","Genome polyprotein","DB04473","1","50.4","248","114","6","1","245","131","372","2.00E-77","254"
"592746835","AHL43457.1","Genome polyprotein","DB01693 DB01752","2","50","248","115","6","1","245","411","652","9.00E-76","251"
"592746835","AHL43457.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","25","84","63","0","153","236","161","244","0.45","28.9"
"592746835","AHL43457.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","41","116","98","160","1.2","27.7"
"592746835","AHL43457.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","41","116","97","159","1.2","27.7"
"592746835","AHL43457.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","32.43","74","42","3","28","95","12","83","1.3","27.7"
"592746835","AHL43457.1","Lysine--tRNA ligase","DB00123","1","43.33","30","17","0","132","161","2","31","2.6","26.9"
"592746835","AHL43457.1","Citrate lyase subunit beta-like protein","DB02637","1","45.45","22","12","0","85","106","120","141","5.4","25.8"
"592746835","AHL43457.1","DNA polymerase catalytic subunit","DB00426 DB00787","2","31.37","51","31","1","51","97","17","67","8.3","25.4"
"592746833","AHL43456.1","Genome polyprotein","DB04473","1","51.59","252","111","6","1","251","131","372","4.00E-80","263"
"592746833","AHL43456.1","Genome polyprotein","DB04473","1","52.78","252","106","6","1","251","411","650","4.00E-79","261"
"592746833","AHL43456.1","Genome polyprotein","DB01693 DB01752","2","51.19","252","112","6","1","251","411","652","1.00E-78","259"
"592746833","AHL43456.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.97","28.5"
"592746833","AHL43456.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","47","122","98","160","1.2","27.7"
"592746833","AHL43456.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","47","122","97","159","1.2","27.7"
"592746833","AHL43456.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","32.43","74","42","3","34","101","12","83","1.3","27.7"
"592746833","AHL43456.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","23.81","84","64","0","159","242","161","244","1.6","27.3"
"592746833","AHL43456.1","Sucrose porin","DB02772","1","30","70","32","3","11","80","95","147","2.4","26.9"
"592746833","AHL43456.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.8","26.9"
"592746833","AHL43456.1","Genome polyprotein","DB04029 DB04634","2","31.11","45","28","1","130","171","762","806","2.8","26.9"
"592746833","AHL43456.1","Citrate lyase subunit beta-like protein","DB02637","1","41.67","24","14","0","89","112","118","141","5.1","25.8"
"592746833","AHL43456.1","Peripheral plasma membrane protein CASK","DB01942","1","30","80","49","3","97","176","176","248","5.8","25.8"
"592746833","AHL43456.1","Pseudolysin","DB02307","1","20.51","117","75","4","8","112","208","318","7.4","25.4"
"592746833","AHL43456.1","DNA polymerase catalytic subunit","DB00426 DB00787","2","31.37","51","31","1","57","103","17","67","9","25.4"
"592746831","AHL43455.1","Genome polyprotein","DB04473","1","50.4","252","114","5","1","251","131","372","3.00E-80","263"
"592746831","AHL43455.1","Genome polyprotein","DB04473","1","52.78","252","106","6","1","251","411","650","1.00E-79","262"
"592746831","AHL43455.1","Genome polyprotein","DB01693 DB01752","2","50","252","115","5","1","251","411","652","2.00E-78","259"
"592746831","AHL43455.1","Genome polyprotein","DB04634","1","33.33","45","27","1","130","171","762","806","0.96","28.5"
"592746831","AHL43455.1","Aspartate aminotransferase cytoplasmic","DB00114 DB00128 DB00142 DB00151 DB04299","5","29.11","79","37","2","47","122","97","159","1.2","27.7"
"592746831","AHL43455.1","Aspartate aminotransferase","DB00114 DB00128 DB00142","3","29.11","79","37","2","47","122","98","160","1.2","27.7"
"592746831","AHL43455.1","Adenosine kinase","DB00131 DB00811 DB07173 DB07280","4","32.43","74","42","3","34","101","12","83","1.4","27.7"
"592746831","AHL43455.1","S-methyl-5'-thioadenosine phosphorylase","DB00173 DB02158 DB02281 DB02282 DB02933","5","23.81","84","64","0","159","242","161","244","1.6","27.3"
